Gene	apo_rank	ABrank	ALrank
TPPP	5215	NA	NA
DKFZP586D0919	5216	NA	NA
RHOBTB1	5217	NA	NA
ZFP91	5218	NA	NA
SMARCA3	5219	NA	NA
HIST2H4	5220	NA	NA
HIPK1	5221	NA	NA
OGG1	5222	NA	NA
POLM	5223	NA	NA
MEN1	5224	NA	NA
DCC	5225	NA	NA
RBM6	5226	NA	NA
BAAT	5227	NA	NA
ZNF294	5228	NA	NA
FGA	5229	NA	NA
APBB1IP	5230	NA	NA
PSMD2	5231	NA	NA
ZNF74	5232	NA	NA
PPIG	5233	NA	NA
DNAJB1	5234	NA	NA
TNFRSF5	5235	NA	NA
TRIM22	5236	NA	NA
CGRRF1	5237	NA	NA
IL24	5238	NA	NA
ARID4A	5239	NA	NA
CBFA2T2	5240	NA	NA
RLN1	5241	NA	NA
ARHGAP11A	5242	NA	NA
NIPBL	5243	NA	NA
LEP	5244	NA	NA
MUT	5245	NA	NA
KIAA0931	5246	NA	NA
RPL41	5247	NA	NA
AP4E1	5248	NA	NA
SLC25A12	5249	NA	NA
BACE1	5250	NA	NA
SNRPN	5251	NA	NA
FZD10	5252	NA	NA
KCNN1	5253	NA	NA
CUL5	5254	NA	NA
COPS2	5255	NA	NA
ARPC4	5256	NA	NA
HPD	5257	NA	NA
HRC	5258	NA	NA
PQBP1	5259	NA	NA
KIF5B	5260	NA	NA
BCS1L	5261	NA	NA
GGTLA1	5262	NA	NA
DEPDC1	5263	NA	NA
TLE4	5264	NA	NA
SH2BP1	5265	NA	NA
AMIGO2	5266	NA	NA
E4F1	5267	NA	NA
TCF12	5268	NA	NA
STX8	5269	NA	NA
SNX13	5270	NA	NA
PEX11B	5271	NA	NA
MGC3248	5272	NA	NA
RNF2	5273	NA	NA
SERF1A	5274	NA	NA
CYBB	5275	NA	NA
PRKACG	5276	NA	NA
APAF1	5277	NA	NA
ABI2	5278	NA	NA
FCER2	5279	NA	NA
MLLT7	5280	NA	NA
HPS5	5281	NA	NA
GNL1	5282	NA	NA
KIAA0276	5283	NA	NA
SGNE1	5284	NA	NA
PTGDR	5285	NA	NA
ADH5	5286	NA	NA
JTV1	5287	NA	NA
JUNB	5288	NA	NA
ICAM4	5289	NA	NA
PLA2G4B	5290	NA	NA
KIAA0669	5291	NA	NA
FLJ20516	5292	NA	NA
BHMT2	5293	NA	NA
GFRA3	5294	NA	NA
AGTRL1	5295	NA	NA
TCF7	5296	NA	NA
CAPN3	5297	NA	NA
PFKL	5298	NA	NA
NNMT	5299	NA	NA
RHCG	5300	NA	NA
ELMO3	5301	NA	NA
SLC25A20	5302	NA	NA
G6PC2	5303	NA	NA
POLR2L	5304	NA	NA
PARK7	5305	NA	NA
BCL2L10	5306	NA	NA
PTPN18	5307	NA	NA
CD80	5308	NA	NA
ACAT1	5309	NA	NA
GOT2	5310	NA	NA
SULT1C1	5311	NA	NA
MRPS14	5312	NA	NA
ENTPD1	5313	NA	NA
MYO1D	5314	NA	NA
ALK	5315	NA	NA
CNTFR	5316	NA	NA
CUL4A	5317	NA	NA
EMX2	5318	NA	NA
PRPH	5319	NA	NA
SPG4	5320	NA	NA
HCFC2	5321	NA	NA
CHD1L	5322	NA	NA
ADAM7	5323	NA	NA
DKFZP586L0724	5324	NA	NA
BCMO1	5325	NA	NA
CHRM4	5326	NA	NA
SIGLEC7	5327	NA	NA
FLT4	5328	NA	NA
IL1RL1LG	5329	NA	NA
AP4S1	5330	NA	NA
EFNB1	5331	NA	NA
CENPB	5332	NA	NA
TYK2	5333	NA	NA
RALB	5334	NA	NA
IL10RA	5335	NA	NA
PRKCSH	5336	NA	NA
RPS6KA3	5337	NA	NA
CFDP1	5338	NA	NA
ZBED4	5339	NA	NA
AGL	5340	NA	NA
GPX2	5341	NA	NA
NFE2	5342	NA	NA
SLC4A4	5343	NA	NA
NS3TP1	5344	NA	NA
CHRNE	5345	NA	NA
FLJ20619	5346	NA	NA
BNIP1	5347	NA	NA
CDK9	5348	NA	NA
KRAS2	5349	NA	NA
EPHA7	5350	NA	NA
TRAF4	5351	NA	NA
ANAPC1	5352	NA	NA
PCBP3	5353	NA	NA
AOAH	5354	NA	NA
FLJ20729	5355	NA	NA
PML	5356	NA	NA
SIT	5357	NA	NA
MARCKS	5358	NA	NA
BRD7	5359	NA	NA
DIA1	5360	NA	NA
KRTHB1	5361	NA	NA
NEBL	5362	NA	NA
TENC1	5363	NA	NA
GDAP1	5364	NA	NA
FLJ20054	5365	NA	NA
HSA275986	5366	NA	NA
LOC54499	5367	NA	NA
EIF3S3	5368	NA	NA
HSF2BP	5369	NA	NA
ERP70	5370	NA	NA
COLEC10	5371	NA	NA
ZNF297	5372	NA	NA
PARP3	5373	NA	NA
SCAND1	5374	NA	NA
TRIF	5375	NA	NA
BRF1	5376	NA	NA
JAK2	5377	NA	NA
PHF2	5378	NA	NA
FOSB	5379	NA	NA
RAB3D	5380	NA	NA
SIGLEC9	5381	NA	NA
PCDH17	5382	NA	NA
MYBPC1	5383	NA	NA
SPAG9	5384	NA	NA
UGCGL2	5385	NA	NA
PCYT2	5386	NA	NA
KIAA1033	5387	NA	NA
STRAP	5388	NA	NA
VSX1	5389	NA	NA
CSF2	5390	NA	NA
TM4SF12	5391	NA	NA
APRT	5392	NA	NA
DECR1	5393	NA	NA
CUL2	5394	NA	NA
CSNK2B	5395	NA	NA
SPTBN2	5396	NA	NA
KAI1	5397	NA	NA
IGLL1	5398	NA	NA
LRRC20	5399	NA	NA
CTNNBL1	5400	NA	NA
SFTPC	5401	NA	NA
P15RS	5402	NA	NA
TTC19	5403	NA	NA
CYSLTR2	5404	NA	NA
MGC12458	5405	NA	NA
FLJ11021	5406	NA	NA
TXNL4A	5407	NA	NA
ARC	5408	NA	NA
GALNS	5409	NA	NA
CYLC2	5410	NA	NA
NR4A1	5411	NA	NA
TSC	5412	NA	NA
SERP1	5413	NA	NA
ECGF1	5414	NA	NA
SMURF1	5415	NA	NA
UNC84A	5416	NA	NA
ABCA5	5417	NA	NA
SHCBP1	5418	NA	NA
NUP54	5419	NA	NA
VCP	5420	NA	NA
PSME4	5421	NA	NA
DNAJC12	5422	NA	NA
IGFBP2	5423	NA	NA
MADD	5424	NA	NA
HIP1	5425	NA	NA
DKFZP564K2062	5426	NA	NA
SELT	5427	NA	NA
REN	5428	NA	NA
HIST1H1C	5429	NA	NA
RCBTB1	5430	NA	NA
PTPRD	5431	NA	NA
SLC24A3	5432	NA	NA
MFAP5	5433	NA	NA
ZNF134	5434	NA	NA
TM4SF4	5435	NA	NA
UBE3B	5436	NA	NA
PF4V1	5437	NA	NA
LAMA1	5438	NA	NA
FOS	5439	NA	NA
ACTL7A	5440	NA	NA
MPHOSPH9	5441	NA	NA
CLK1	5442	NA	NA
HIST1H2AG	5443	NA	NA
PKD2L1	5444	NA	NA
BACH1	5445	NA	NA
PPP2R5E	5446	NA	NA
NR1H3	5447	NA	NA
FRK	5448	NA	NA
CCR9	5449	NA	NA
POLD3	5450	NA	NA
DOM3Z	5451	NA	NA
VPS13D	5452	NA	NA
NPAT	5453	NA	NA
MRPL11	5454	NA	NA
EIF3S5	5455	NA	NA
GOLPH4	5456	NA	NA
"NAV2"	5457	NA	NA
KCNJ5	5458	NA	NA
MFNG	5459	NA	NA
JARID2	5460	NA	NA
DTNA	5461	NA	NA
BCAN	5462	NA	NA
DARS	5463	NA	NA
H2AFY2	5464	NA	NA
MAP4K4	5465	NA	NA
TPBG	5466	NA	NA
FLJ20674	5467	NA	NA
LRPAP1	5468	NA	NA
NDP	5469	NA	NA
PTGS1	5470	NA	NA
KIAA0582	5471	NA	NA
GNAQ	5472	NA	NA
ZNF562	5473	NA	NA
NFIC	5474	NA	NA
PPGB	5475	NA	NA
RPL18	5476	NA	NA
TBX2	5477	NA	NA
CRYBB3	5478	NA	NA
TUBD1	5479	NA	NA
LIPE	5480	NA	NA
CPT2	5481	NA	NA
ABCD4	5482	NA	NA
TPR	5483	NA	NA
ZNF225	5484	NA	NA
RALY	5485	NA	NA
PLP2	5486	NA	NA
IFNA8	5487	NA	NA
LAIR1	5488	NA	NA
KIAA0125	5489	NA	NA
RPL36A	5490	NA	NA
CEACAM1	5491	NA	NA
NOTCH3	5492	NA	NA
CD8A	5493	NA	NA
HSPC111	5494	NA	NA
RINT-1	5495	NA	NA
NCF4	5496	NA	NA
NUDT1	5497	NA	NA
CHORDC1	5498	NA	NA
TREM2	5499	NA	NA
VAMP4	5500	NA	NA
NR1I2	5501	NA	NA
SPP2	5502	NA	NA
SLC7A10	5503	NA	NA
BRMS1	5504	NA	NA
HCFC1R1	5505	NA	NA
SON	5506	NA	NA
PLK4	5507	NA	NA
SCGF	5508	NA	NA
SITPEC	5509	NA	NA
CEP1	5510	NA	NA
LSS	5511	NA	NA
HS322B1A	5512	NA	NA
TGDS	5513	NA	NA
TAF6	5514	NA	NA
WNT11	5515	NA	NA
WIPI49	5516	NA	NA
NPC1	5517	NA	NA
U2AF1	5518	NA	NA
LY6D	5519	NA	NA
TCEB2	5520	NA	NA
PL6	5521	NA	NA
MAOB	5522	NA	NA
FLJ20280	5523	NA	NA
GLT28D1	5524	NA	NA
USP4	5525	NA	NA
ACF	5526	NA	NA
DNAJB12	5527	NA	NA
E2IG2	5528	NA	NA
ELP3	5529	NA	NA
CLDN7	5530	NA	NA
LOC92497	5531	NA	NA
FGF7	5532	NA	NA
MLYCD	5533	NA	NA
NOLC1	5534	NA	NA
ZNF142	5535	NA	NA
DERL2	5536	NA	NA
PHKG1	5537	NA	NA
GRIM19	5538	NA	NA
CAMK1G	5539	NA	NA
GABRA4	5540	NA	NA
BAZ2A	5541	NA	NA
PKLR	5542	NA	NA
ERCC4	5543	NA	NA
EEF1G	5544	NA	NA
MAP2K3	5545	NA	NA
MAGOH	5546	NA	NA
RIT1	5547	NA	NA
XAB1	5548	NA	NA
BLM	5549	NA	NA
AIM2	5550	NA	NA
SLC35E3	5551	NA	NA
MPG	5552	NA	NA
DDX54	5553	NA	NA
PRDM10	5554	NA	NA
ARK5	5555	NA	NA
PMP2	5556	NA	NA
FGFR1OP	5557	NA	NA
CSTF1	5558	NA	NA
PIN1	5559	NA	NA
HMOX1	5560	NA	NA
TFE3	5561	NA	NA
MAPKAPK5	5562	NA	NA
SMARCD1	5563	NA	NA
GHRHR	5564	NA	NA
BTBD2	5565	NA	NA
FGF16	5566	NA	NA
TLE2	5567	NA	NA
SLC35E1	5568	NA	NA
CYP2C8	5569	NA	NA
CA6	5570	NA	NA
GNB2	5571	NA	NA
HSPA5	5572	NA	NA
FLJ20449	5573	NA	NA
SAH	5574	NA	NA
SMAP1	5575	NA	NA
CDH15	5576	NA	NA
WAC	5577	NA	NA
PPP2R2B	5578	NA	NA
DAZL	5579	NA	NA
MSC	5580	NA	NA
FRMPD1	5581	NA	NA
FOSL1	5582	NA	NA
GP5	5583	NA	NA
MEOX1	5584	NA	NA
CLASP1	5585	NA	NA
BIRC3	5586	NA	NA
ARL6IP	5587	NA	NA
FPGT	5588	NA	NA
RAD9A	5589	NA	NA
APBB1	5590	NA	NA
SLC6A4	5591	NA	NA
COPS5	5592	NA	NA
S100G	5593	NA	NA
NOX1	5594	NA	NA
GNG13	5595	NA	NA
NDUFB6	5596	NA	NA
WBSCR5	5597	NA	NA
TBC1D13	5598	NA	NA
PIP5K2A	5599	NA	NA
ZNF75	5600	NA	NA
ZG16	5601	NA	NA
HRBL	5602	NA	NA
ZC3HDC1	5603	NA	NA
ZNF274	5604	NA	NA
ASTN	5605	NA	NA
PGA5	5606	NA	NA
SLC7A1	5607	NA	NA
DMRT1	5608	NA	NA
RALGDS	5609	NA	NA
PICALM	5610	NA	NA
UCHL5	5611	NA	NA
IL18R1	5612	NA	NA
NUDT3	5613	NA	NA
RNF24	5614	NA	NA
CGI-94	5615	NA	NA
BM039	5616	NA	NA
RGL1	5617	NA	NA
S100A10	5618	NA	NA
DSCR1	5619	NA	NA
M17S2	5620	NA	NA
GNPDA1	5621	NA	NA
SIAT4A	5622	NA	NA
COMMD9	5623	NA	NA
DACT1	5624	NA	NA
VPS4B	5625	NA	NA
T1A-2	5626	NA	NA
TRIM49	5627	NA	NA
MDS009	5628	NA	NA
CGI-100	5629	NA	NA
NKX3-1	5630	NA	NA
HTATSF1	5631	NA	NA
STX12	5632	NA	NA
GLT25D2	5633	NA	NA
HLA-DRA	5634	NA	NA
CHC1	5635	NA	NA
PTDSR	5636	NA	NA
HDAC4	5637	NA	NA
PTPRCAP	5638	NA	NA
LGALS3BP	5639	NA	NA
CHRNA6	5640	NA	NA
DENR	5641	NA	NA
PAX8	5642	NA	NA
ARHGDIA	5643	NA	NA
HFE	5644	NA	NA
ALOX12	5645	NA	NA
SF3B2	5646	NA	NA
MYCPBP	5647	NA	NA
PPP1R3D	5648	NA	NA
MYH4	5649	NA	NA
MPO	5650	NA	NA
FLJ21736	5651	NA	NA
HIST1H2AM	5652	NA	NA
CLC	5653	NA	NA
ADAM20	5654	NA	NA
FOXL2	5655	NA	NA
RAB40A	5656	NA	NA
KLHDC4	5657	NA	NA
CAPNS1	5658	NA	NA
ITGB1BP1	5659	NA	NA
LIMR	5660	NA	NA
SAC	5661	NA	NA
PKD2L2	5662	NA	NA
KIAA0992	5663	NA	NA
CDC37L1	5664	NA	NA
ATF3	5665	NA	NA
HOXA3	5666	NA	NA
FUT7	5667	NA	NA
SUMO1	5668	NA	NA
WTAP	5669	NA	NA
STAR	5670	NA	NA
MAF	5671	NA	NA
LPHN2	5672	NA	NA
PSMD7	5673	NA	NA
ABI1	5674	NA	NA
CDS2	5675	NA	NA
POLD4	5676	NA	NA
SOX12	5677	NA	NA
CRTAP	5678	NA	NA
THUMPD3	5679	NA	NA
F2RL3	5680	NA	NA
KIAA0196	5681	NA	NA
CENPC1	5682	NA	NA
COL11A1	5683	NA	NA
PMP22	5684	NA	NA
RBP4	5685	NA	NA
ABR	5686	NA	NA
ADAM8	5687	NA	NA
PDZK2	5688	NA	NA
AIF1	5689	NA	NA
THOC2	5690	NA	NA
HSPC023	5691	NA	NA
KIAA0355	5692	NA	NA
CACNG3	5693	NA	NA
CCL1	5694	NA	NA
KPNA2	5695	NA	NA
ESR2	5696	NA	NA
AKAP3	5697	NA	NA
ACTA1	5698	NA	NA
CRYBB2	5699	NA	NA
RRAS	5700	NA	NA
WDR12	5701	NA	NA
PHC2	5702	NA	NA
POLR3G	5703	NA	NA
EPHA1	5704	NA	NA
PPIH	5705	NA	NA
ADSL	5706	NA	NA
FBLN5	5707	NA	NA
IFRD1	5708	NA	NA
GABRR2	5709	NA	NA
TUFM	5710	NA	NA
SEZ6L2	5711	NA	NA
EFEMP2	5712	NA	NA
PSG11	5713	NA	NA
CNR2	5714	NA	NA
PLXNC1	5715	NA	NA
CENTG2	5716	NA	NA
ATP10D	5717	NA	NA
RBM5	5718	NA	NA
CYP4F12	5719	NA	NA
HOXC13	5720	NA	NA
FLJ13910	5721	NA	NA
RPS29	5722	NA	NA
FAM26B	5723	NA	NA
LARP	5724	NA	NA
MRPS33	5725	NA	NA
HSPB3	5726	NA	NA
GJB5	5727	NA	NA
COLEC11	5728	NA	NA
ASPM	5729	NA	NA
UNR	5730	NA	NA
CRSP6	5731	NA	NA
PRPF18	5732	NA	NA
STK38L	5733	NA	NA
POLS	5734	NA	NA
TBCA	5735	NA	NA
LRDD	5736	NA	NA
FLJ11838	5737	NA	NA
HAVCR1	5738	NA	NA
G1P3	5739	NA	NA
ZNF403	5740	NA	NA
ZHX3	5741	NA	NA
MLN	5742	NA	NA
ASB7	5743	NA	NA
CBLN1	5744	NA	NA
FKBP6	5745	NA	NA
GPSN2	5746	NA	NA
B4GALT1	5747	NA	NA
PPP3CA	5748	NA	NA
PPP1R12A	5749	NA	NA
SFRS15	5750	NA	NA
KNG1	5751	NA	NA
ORC3L	5752	NA	NA
TSP50	5753	NA	NA
MNAB	5754	NA	NA
SIAT7D	5755	NA	NA
DAAM2	5756	NA	NA
DCLRE1B	5757	NA	NA
UTS2	5758	NA	NA
DJ971N18.2	5759	NA	NA
DLGAP4	5760	NA	NA
FBXO11	5761	NA	NA
PCTK1	5762	NA	NA
IL11RA	5763	NA	NA
FLJ10826	5764	NA	NA
LMAN2L	5765	NA	NA
DEXI	5766	NA	NA
SLC25A10	5767	NA	NA
APOC4	5768	NA	NA
FLJ13220	5769	NA	NA
BCL2L2	5770	NA	NA
DNAJB9	5771	NA	NA
SCFD1	5772	NA	NA
ABCC9	5773	NA	NA
ELF2	5774	NA	NA
COPZ2	5775	NA	NA
TBL1XR1	5776	NA	NA
CCL23	5777	NA	NA
HSF4	5778	NA	NA
PPP2R1A	5779	NA	NA
KIAA1704	5780	NA	NA
ZNF493	5781	NA	NA
TXNDC4	5782	NA	NA
RBM13	5783	NA	NA
HAO1	5784	NA	NA
SECP43	5785	NA	NA
HCNGP	5786	NA	NA
RBM9	5787	NA	NA
PABPC4	5788	NA	NA
SIGIRR	5789	NA	NA
TNFSF4	5790	NA	NA
TSNAX	5791	NA	NA
TNNI3	5792	NA	NA
QSCN6	5793	NA	NA
MID2	5794	NA	NA
KIAA0831	5795	NA	NA
UBP1	5796	NA	NA
SGK2	5797	NA	NA
AKT2	5798	NA	NA
TRPC4	5799	NA	NA
TCIRG1	5800	NA	NA
MAP2K6	5801	NA	NA
MOS	5802	NA	NA
MAN1A2	5803	NA	NA
PDE4DIP	5804	NA	NA
KIAA0676	5805	NA	NA
RPS9	5806	NA	NA
NR1H4	5807	NA	NA
MMRN1	5808	NA	NA
FARP1	5809	NA	NA
KCNA4	5810	NA	NA
WNT7A	5811	NA	NA
GCGR	5812	NA	NA
TMOD3	5813	NA	NA
FLJ10287	5814	NA	NA
CDK4	5815	NA	NA
NFYC	5816	NA	NA
STMN1	5817	NA	NA
ID1	5818	NA	NA
DC13	5819	NA	NA
BCAS4	5820	NA	NA
DKFZP564O243	5821	NA	NA
FLJ10916	5822	NA	NA
CBFA2T3	5823	NA	NA
SFI1	5824	NA	NA
RAD17	5825	NA	NA
EPM2AIP1	5826	NA	NA
SNF7DC2	5827	NA	NA
GCM2	5828	NA	NA
KIAA0195	5829	NA	NA
HIST1H2BM	5830	NA	NA
SIP1	5831	NA	NA
PIWIL1	5832	NA	NA
PHAX	5833	NA	NA
JMJD1A	5834	NA	NA
CDK5	5835	NA	NA
RPL13A	5836	NA	NA
RAC3	5837	NA	NA
APOB48R	5838	NA	NA
DICER1	5839	NA	NA
AK1	5840	NA	NA
CHSY1	5841	NA	NA
MGC61716	5842	NA	NA
SERPIND1	5843	NA	NA
PPFIA2	5844	NA	NA
CYP7A1	5845	NA	NA
CENPJ	5846	NA	NA
ITGAL	5847	NA	NA
G3BP2	5848	NA	NA
FLJ10154	5849	NA	NA
FANCA	5850	NA	NA
CXCL10	5851	NA	NA
FKBP11	5852	NA	NA
BANP	5853	NA	NA
DRF1	5854	NA	NA
RAGE	5855	NA	NA
PGLYRP1	5856	NA	NA
NUFIP1	5857	NA	NA
SEC24B	5858	NA	NA
MCPH1	5859	NA	NA
USP12	5860	NA	NA
CBX3	5861	NA	NA
PDE4A	5862	NA	NA
THY1	5863	NA	NA
F2R	5864	NA	NA
SPFH1	5865	NA	NA
MGAT5	5866	NA	NA
CTDSPL	5867	NA	NA
UTY	5868	NA	NA
CYP2F1	5869	NA	NA
LPP	5870	NA	NA
TGM3	5871	NA	NA
DRD2	5872	NA	NA
NRP2	5873	NA	NA
LPPR2	5874	NA	NA
SLC15A3	5875	NA	NA
ZBTB24	5876	NA	NA
GALNT11	5877	NA	NA
APOA4	5878	NA	NA
DBC1	5879	NA	NA
PSMB10	5880	NA	NA
COL4A4	5881	NA	NA
FCN1	5882	NA	NA
VPS54	5883	NA	NA
KNTC2	5884	NA	NA
PROM1	5885	NA	NA
CPNE3	5886	NA	NA
MORF4L2	5887	NA	NA
HTR3B	5888	NA	NA
NEUROD1	5889	NA	NA
POLR2K	5890	NA	NA
KIAA1446	5891	NA	NA
TNP1	5892	NA	NA
PACS1	5893	NA	NA
SIGLEC5	5894	NA	NA
ARAF1	5895	NA	NA
PHF8	5896	NA	NA
CHRNA2	5897	NA	NA
C1QDC1	5898	NA	NA
VCIP135	5899	NA	NA
SHANK2	5900	NA	NA
GARP	5901	NA	NA
SLC39A8	5902	NA	NA
RBPMS	5903	NA	NA
MFI2	5904	NA	NA
YIF1	5905	NA	NA
MRPL16	5906	NA	NA
ZNF184	5907	NA	NA
ABCB7	5908	NA	NA
STX6	5909	NA	NA
LRRC21	5910	NA	NA
HNRPL	5911	NA	NA
VARS2	5912	NA	NA
ITPKB	5913	NA	NA
LIF	5914	NA	NA
SRPRB	5915	NA	NA
PECAM1	5916	NA	NA
SERPINA5	5917	NA	NA
UBE3A	5918	NA	NA
MAPK12	5919	NA	NA
CMA1	5920	NA	NA
GPR8	5921	NA	NA
CACNB3	5922	NA	NA
ATRN	5923	NA	NA
TGM2	5924	NA	NA
GPR4	5925	NA	NA
SEN2L	5926	NA	NA
ZNF407	5927	NA	NA
PELO	5928	NA	NA
GOSR2	5929	NA	NA
ISL1	5930	NA	NA
RGS7	5931	NA	NA
RELA	5932	NA	NA
CDC40	5933	NA	NA
RANBP2L1	5934	NA	NA
KIAA1185	5935	NA	NA
GTF3C3	5936	NA	NA
GALNT2	5937	NA	NA
CBFB	5938	NA	NA
ZNF262	5939	NA	NA
DUSP2	5940	NA	NA
HIST1H1A	5941	NA	NA
MDK	5942	NA	NA
HCLS1	5943	NA	NA
SMARCA4	5944	NA	NA
LRRK1	5945	NA	NA
ETS2	5946	NA	NA
LISCH7	5947	NA	NA
TRIP10	5948	NA	NA
CMKOR1	5949	NA	NA
AQP2	5950	NA	NA
AIPL1	5951	NA	NA
ATP6AP2	5952	NA	NA
API5	5953	NA	NA
MUSK	5954	NA	NA
TTID	5955	NA	NA
RBMS3	5956	NA	NA
NR2C2	5957	NA	NA
GPS1	5958	NA	NA
GREM2	5959	NA	NA
IL1RL1	5960	NA	NA
SPAP1	5961	NA	NA
SAMSN1	5962	NA	NA
CLUL1	5963	NA	NA
FLJ23342	5964	NA	NA
T1	5965	NA	NA
EXTL3	5966	NA	NA
GPR20	5967	NA	NA
SV2B	5968	NA	NA
IL2RA	5969	NA	NA
TNFSF6	5970	NA	NA
TUB	5971	NA	NA
HOXA9	5972	NA	NA
SMYD5	5973	NA	NA
PUS1	5974	NA	NA
B7-H4	5975	NA	NA
CCL2	5976	NA	NA
CCL5	5977	NA	NA
RARRES1	5978	NA	NA
MAGEA10	5979	NA	NA
FLJ20156	5980	NA	NA
SCN1B	5981	NA	NA
FAM51A1	5982	NA	NA
EPX	5983	NA	NA
SENP7	5984	NA	NA
CTDSP2	5985	NA	NA
DNTT	5986	NA	NA
IQWD1	5987	NA	NA
TTR	5988	NA	NA
C1D	5989	NA	NA
CLCN6	5990	NA	NA
HS6ST1	5991	NA	NA
HSBP1	5992	NA	NA
HS3ST3B1	5993	NA	NA
MXD4	5994	NA	NA
CST1	5995	NA	NA
TNFRSF7	5996	NA	NA
CENTB2	5997	NA	NA
SIAT8D	5998	NA	NA
MEA	5999	NA	NA
LAPTM5	6000	NA	NA
B3GNTL1	6001	NA	NA
IFI44L	6002	NA	NA
EGR2	6003	NA	NA
EGFL3	6004	NA	NA
CDC16	6005	NA	NA
BIRC5	6006	NA	NA
CLDN15	6007	NA	NA
HTF9C	6008	NA	NA
RIT2	6009	NA	NA
ASB9	6010	NA	NA
PLA2G2D	6011	NA	NA
NOS3	6012	NA	NA
IRF3	6013	NA	NA
ITGA4	6014	NA	NA
FLJ20399	6015	NA	NA
WARS	6016	NA	NA
KCTD3	6017	NA	NA
IL19	6018	NA	NA
ZNF580	6019	NA	NA
SLC10A2	6020	NA	NA
OAZ2	6021	NA	NA
FLJ20294	6022	NA	NA
GAGE2	6023	NA	NA
RPL15	6024	NA	NA
HOXD9	6025	NA	NA
MRPL13	6026	NA	NA
RGS14	6027	NA	NA
SFRS11	6028	NA	NA
RAB28	6029	NA	NA
CIR	6030	NA	NA
CYP3A5	6031	NA	NA
CHAF1A	6032	NA	NA
HYDIN	6033	NA	NA
PILRB	6034	NA	NA
KIAA0427	6035	NA	NA
ZNF259	6036	NA	NA
LYZ	6037	NA	NA
PDGFRA	6038	NA	NA
LGALS2	6039	NA	NA
BHLHB2	6040	NA	NA
PLAT	6041	NA	NA
HCG9	6042	NA	NA
RPIP8	6043	NA	NA
ACK1	6044	NA	NA
GLA	6045	NA	NA
SNX1	6046	NA	NA
DEAF1	6047	NA	NA
ARMCX1	6048	NA	NA
C11ORF4	6049	NA	NA
CRYZL1	6050	NA	NA
RABGGTB	6051	NA	NA
CYP3A4	6052	NA	NA
STX11	6053	NA	NA
EP400	6054	NA	NA
RAD51	6055	NA	NA
NID	6056	NA	NA
CTNNAL1	6057	NA	NA
GDF11	6058	NA	NA
MYCL1	6059	NA	NA
ATP2A3	6060	NA	NA
PTBP1	6061	NA	NA
GPR39	6062	NA	NA
PTGS2	6063	NA	NA
MAP3K7	6064	NA	NA
CCT3	6065	NA	NA
BANK1	6066	NA	NA
HSPH1	6067	NA	NA
CCT4	6068	NA	NA
PFDN2	6069	NA	NA
ASNS	6070	NA	NA
PRSS23	6071	NA	NA
LAMB2	6072	NA	NA
SYNGR3	6073	NA	NA
ARL10C	6074	NA	NA
MTHFD1	6075	NA	NA
F2RL2	6076	NA	NA
REC8L1	6077	NA	NA
TAF1B	6078	NA	NA
ANXA6	6079	NA	NA
P11	6080	NA	NA
CDC42BPB	6081	NA	NA
AP3B1	6082	NA	NA
ARSA	6083	NA	NA
PDYN	6084	NA	NA
G6PC	6085	NA	NA
HAS2	6086	NA	NA
TRIAD3	6087	NA	NA
MAP3K7IP2	6088	NA	NA
FLJ10808	6089	NA	NA
CDR1	6090	NA	NA
NUP62	6091	NA	NA
ACAT2	6092	NA	NA
PSMA4	6093	NA	NA
CCK	6094	NA	NA
HRK	6095	NA	NA
SACM1L	6096	NA	NA
KIAA0143	6097	NA	NA
TRHDE	6098	NA	NA
CCPG1	6099	NA	NA
RAP1B	6100	NA	NA
SH3GL2	6101	NA	NA
PME-1	6102	NA	NA
SAS10	6103	NA	NA
ZNF117	6104	NA	NA
FLJ10997	6105	NA	NA
ASXL2	6106	NA	NA
RAB4B	6107	NA	NA
MGC33887	6108	NA	NA
NR0B1	6109	NA	NA
PTPRN	6110	NA	NA
ENG	6111	NA	NA
DGKG	6112	NA	NA
TPD52L2	6113	NA	NA
ARHGAP17	6114	NA	NA
PES1	6115	NA	NA
PARN	6116	NA	NA
MAS1	6117	NA	NA
HOXC6	6118	NA	NA
ZNF261	6119	NA	NA
DHRS1	6120	NA	NA
BCAR3	6121	NA	NA
TRPC3	6122	NA	NA
STK11	6123	NA	NA
CORO7	6124	NA	NA
CSRP3	6125	NA	NA
GTF2IRD2	6126	NA	NA
SLC6A5	6127	NA	NA
TERF2IP	6128	NA	NA
DPYSL4	6129	NA	NA
GCN1L1	6130	NA	NA
FAU	6131	NA	NA
CCNT1	6132	NA	NA
DUSP11	6133	NA	NA
RPL31	6134	NA	NA
FLJ23322	6135	NA	NA
SLCO2B1	6136	NA	NA
SOCS1	6137	NA	NA
DEPDC5	6138	NA	NA
DDX6	6139	NA	NA
KPNA3	6140	NA	NA
ZNF133	6141	NA	NA
TNFRSF1A	6142	NA	NA
SNX5	6143	NA	NA
CDH4	6144	NA	NA
PI3	6145	NA	NA
NT5C2	6146	NA	NA
NUP93	6147	NA	NA
SRP14	6148	NA	NA
TUBG1	6149	NA	NA
NECAP1	6150	NA	NA
ASH2L	6151	NA	NA
BLOC1S1	6152	NA	NA
HIST1H2AK	6153	NA	NA
ZCSL3	6154	NA	NA
SLC37A4	6155	NA	NA
