Gene	apo_rank	ABrank	ALrank
GNS	3491	NA	NA
ZNF3	3492	NA	NA
MGEA5	3493	NA	NA
PNLIPRP2	3494	NA	NA
ENDOG	3495	NA	NA
CCL11	3496	NA	NA
HSPD1	3497	NA	NA
MC5R	3498	NA	NA
STAT6	3499	NA	NA
TNFRSF6B	3500	NA	NA
GNPAT	3501	NA	NA
ARHGAP24	3502	NA	NA
MSF	3503	NA	NA
RBX1	3504	NA	NA
GULP1	3505	NA	NA
BHLHB3	3506	NA	NA
ACTA2	3507	NA	NA
TPRA40	3508	NA	NA
FLJ10597	3509	NA	NA
DDOST	3510	NA	NA
KIAA0922	3511	NA	NA
DHCR7	3512	NA	385
QDPR	3513	NA	NA
SPOP	3514	NA	NA
MUC2	3515	NA	NA
CTBS	3516	85	211
LIN7C	3517	NA	NA
SCGB1A1	3518	NA	NA
MGC17330	3519	NA	NA
SSR3	3520	NA	NA
SSSCA1	3521	NA	NA
FLJ20530	3522	NA	NA
CDKN2B	3523	NA	NA
PCP4	3524	NA	NA
ADAM10	3525	NA	NA
CALML3	3526	NA	NA
ROD1	3527	NA	NA
TTN	3528	NA	NA
RASGRF1	3529	NA	NA
SNRPG	3530	NA	NA
FLJ20331	3531	NA	NA
EXOSC8	3532	NA	NA
HSPA14	3533	NA	NA
DISC1	3534	NA	NA
PRDM4	3535	NA	NA
RYBP	3536	NA	NA
PFKFB4	3537	NA	NA
PDGFD	3538	NA	NA
DC12	3539	NA	NA
FLJ23191	3540	NA	363
IFIT3	3541	NA	NA
SCLY	3542	NA	NA
TAOK2	3543	NA	NA
SIAT8E	3544	NA	NA
RAB8A	3545	NA	NA
OSGEPL1	3546	NA	NA
CST7	3547	NA	NA
THAP7	3548	NA	NA
KRTHA3B	3549	NA	NA
ELA2B	3550	NA	NA
OSBP2	3551	NA	NA
NPAS2	3552	NA	NA
NTE	3553	NA	NA
KCTD5	3554	NA	NA
NGFR	3555	NA	NA
FLJ10700	3556	NA	NA
SNRPD3	3557	NA	NA
IL27RA	3558	NA	NA
B4GALT3	3559	NA	NA
NXN	3560	NA	NA
KRT14	3561	NA	NA
RBMS1	3562	NA	NA
RAMP1	3563	NA	309
STC1	3564	NA	NA
RNF123	3565	NA	NA
SDCCAG1	3566	NA	NA
HSHIN1	3567	NA	NA
IGFBP6	3568	NA	NA
TEX27	3569	NA	NA
TRPC6	3570	NA	NA
TRPM1	3571	NA	NA
SLC6A3	3572	NA	NA
IL13	3573	NA	NA
AGPAT2	3574	NA	NA
ACR	3575	NA	NA
GAP43	3576	NA	NA
SQLE	3577	NA	NA
SI	3578	NA	NA
SPON1	3579	NA	NA
GNG5	3580	NA	NA
ADCY8	3581	NA	NA
EPHB1	3582	NA	NA
G22P1	3583	NA	NA
DNAPTP6	3584	NA	NA
PSCD1	3585	NA	NA
NDUFA9	3586	NA	NA
FLJ20551	3587	NA	NA
CARD10	3588	NA	NA
LANCL1	3589	NA	NA
KIAA0683	3590	NA	NA
HIG1	3591	NA	NA
KIAA0372	3592	NA	NA
KIF22	3593	NA	NA
ENTPD5	3594	NA	NA
KIAA0102	3595	NA	NA
RIBC2	3596	NA	NA
ORC2L	3597	NA	NA
KRT13	3598	NA	NA
ZNF35	3599	NA	NA
PPM1E	3600	NA	NA
PPP1R11	3601	NA	NA
NR1D1	3602	NA	NA
CLDN5	3603	NA	NA
SEC31L2	3604	NA	NA
ARL2BP	3605	NA	NA
RAB3-GAP150	3606	NA	NA
FLJ22531	3607	NA	NA
PLEKHM1	3608	NA	NA
CES4	3609	NA	NA
UTRN	3610	NA	NA
MTO1	3611	NA	NA
SLC7A6	3612	NA	NA
CR2	3613	NA	NA
PAK3	3614	NA	NA
SF3A3	3615	NA	NA
FMO1	3616	NA	NA
VPS35	3617	NA	NA
PLA2G7	3618	NA	NA
IVNS1ABP	3619	NA	NA
HOMER3	3620	NA	NA
EEF1A2	3621	NA	NA
MATN3	3622	NA	NA
NUCB2	3623	NA	NA
BAG3	3624	NA	NA
APPBP2	3625	NA	NA
MRPL24	3626	NA	NA
TRIM37	3627	NA	NA
MAOA	3628	122	326
PNPLA2	3629	NA	NA
PLXDC1	3630	NA	NA
PSD	3631	NA	NA
PTHLH	3632	NA	NA
GPD1	3633	NA	NA
CETN1	3634	NA	NA
CPS1	3635	NA	NA
IFNB1	3636	NA	NA
ACO1	3637	NA	NA
KLRG1	3638	NA	NA
ZBTB17	3639	NA	NA
DO	3640	NA	NA
NOD9	3641	NA	NA
IMPDH1	3642	NA	NA
SAMD4	3643	NA	NA
HOXB13	3644	NA	NA
NEDD9	3645	NA	NA
ZCWCC1	3646	NA	NA
LCT	3647	NA	NA
RPIA	3648	NA	NA
GPR37	3649	NA	NA
COG2	3650	NA	NA
PRCP	3651	NA	NA
ADNP	3652	NA	NA
KCTD13	3653	NA	NA
ZNF304	3654	NA	NA
PD2	3655	NA	NA
MPDU1	3656	NA	NA
RNH	3657	NA	NA
FLJ13479	3658	NA	NA
SGPL1	3659	NA	NA
ZC3HAV1	3660	NA	NA
CHD5	3661	NA	NA
DDX25	3662	NA	NA
ARMC7	3663	NA	NA
LIPF	3664	NA	NA
GRIK3	3665	NA	NA
UBAP1	3666	NA	NA
CLEC1	3667	NA	NA
CCR6	3668	NA	NA
GCK	3669	NA	NA
ID3	3670	NA	NA
VNN3	3671	NA	NA
AHSA1	3672	NA	NA
RANBP10	3673	NA	NA
CIAPIN1	3674	NA	NA
TXNDC5	3675	NA	NA
SERPINA4	3676	NA	NA
CGI-48	3677	NA	NA
WDTC1	3678	NA	NA
FLJ12448	3679	NA	NA
CNNM2	3680	NA	NA
TRPC4AP	3681	NA	NA
TXNDC3	3682	NA	NA
FLJ10374	3683	NA	NA
NCOA3	3684	NA	NA
C3F	3685	NA	NA
TFDP2	3686	NA	NA
PAK6	3687	NA	NA
ZNF195	3688	NA	NA
DTYMK	3689	NA	NA
TGM4	3690	NA	NA
SCGB1D1	3691	NA	NA
ZNF143	3692	NA	NA
MMP25	3693	NA	NA
DIRAS2	3694	NA	NA
PRC1	3695	NA	NA
DSP	3696	NA	NA
PHIP	3697	NA	NA
HSPA8	3698	NA	NA
PPID	3699	NA	NA
TTC4	3700	NA	NA
ZW10	3701	NA	NA
EXT2	3702	NA	NA
GFPT1	3703	NA	NA
ZBTB1	3704	NA	NA
CBLB	3705	NA	NA
EI24	3706	NA	NA
EIF5B	3707	NA	NA
TRADD	3708	NA	NA
BMS1L	3709	NA	NA
YES1	3710	NA	NA
FRAT1	3711	NA	NA
AQR	3712	NA	NA
RHOBTB2	3713	NA	NA
GALNT4	3714	NA	NA
SLC17A1	3715	NA	NA
CTNND2	3716	NA	NA
CCRN4L	3717	NA	NA
RAPGEFL1	3718	NA	NA
DUSP3	3719	NA	NA
LRP16	3720	NA	NA
PRKG1	3721	NA	NA
CDH17	3722	NA	NA
DHFR	3723	NA	NA
ITGAM	3724	NA	NA
FLJ10979	3725	NA	NA
HDAC6	3726	NA	NA
ASB4	3727	NA	NA
CLPS	3728	NA	NA
ZNF223	3729	NA	NA
KCNH1	3730	NA	NA
FLJ20225	3731	NA	NA
XPO4	3732	NA	NA
CD209	3733	NA	NA
GYS1	3734	NA	NA
RPL34	3735	NA	NA
ZNF154	3736	NA	NA
NFKB2	3737	NA	NA
LAMA2	3738	NA	NA
KIAA0256	3739	NA	NA
OSMR	3740	NA	NA
PLEK	3741	NA	NA
PTPN12	3742	NA	NA
CD79A	3743	NA	NA
IL2	3744	NA	NA
RAB7L1	3745	NA	NA
DAPK1	3746	NA	NA
VG5Q	3747	NA	NA
NUBP1	3748	NA	NA
SATB2	3749	NA	NA
PDCD4	3750	NA	NA
CLECSF9	3751	NA	NA
GRB14	3752	NA	NA
CENTA2	3753	NA	NA
DDX46	3754	NA	NA
ERCC1	3755	NA	NA
IRF4	3756	NA	NA
H2AFY	3757	NA	NA
AOC3	3758	NA	NA
PRSS7	3759	NA	NA
PAK2	3760	NA	NA
S100P	3761	NA	NA
GRM1	3762	NA	NA
LMNB1	3763	NA	NA
TPO	3764	NA	NA
TFPT	3765	NA	NA
NLGN4X	3766	NA	NA
TRRAP	3767	NA	NA
NEUROG3	3768	NA	NA
PCSK7	3769	NA	NA
MCM6	3770	NA	NA
CD3Z	3771	NA	NA
DKFZP566E144	3772	NA	NA
PGPEP1	3773	NA	NA
RTN2	3774	NA	NA
NIF3L1	3775	NA	NA
ZNF219	3776	NA	NA
KCNMB4	3777	NA	NA
LMX1B	3778	NA	NA
PKP3	3779	NA	NA
ARMC8	3780	NA	NA
PLA2R1	3781	NA	NA
STAMBP	3782	NA	NA
SDCCAG3	3783	NA	NA
KLEIP	3784	NA	NA
PTCH2	3785	NA	NA
ITGA8	3786	NA	NA
CYB5-M	3787	NA	NA
MMS19L	3788	NA	NA
RPL35	3789	NA	NA
ANGPT2	3790	NA	NA
PMPCA	3791	NA	NA
NSFL1C	3792	NA	NA
IMPG2	3793	NA	NA
FLJ23221	3794	NA	NA
SVIL	3795	NA	NA
FLI1	3796	NA	NA
AKR1C3	3797	NA	NA
IL12B	3798	NA	NA
ADPGK	3799	NA	NA
EDNRB	3800	NA	NA
NFATC3	3801	NA	NA
YAP1	3802	NA	282
LCK	3803	NA	NA
POU2F2	3804	NA	NA
COPS7B	3805	NA	NA
TTLL4	3806	NA	NA
IRX5	3807	NA	NA
KIF3B	3808	NA	NA
FLJ12436	3809	NA	NA
INSM1	3810	NA	NA
KBTBD2	3811	NA	NA
BFSP2	3812	NA	NA
SLC20A1	3813	NA	NA
PCCB	3814	NA	NA
SUHW4	3815	NA	NA
NPHS2	3816	NA	NA
SNAP25	3817	NA	NA
UNC50	3818	NA	NA
MAP1A	3819	NA	NA
LUM	3820	NA	NA
KIFAP3	3821	NA	NA
LARS2	3822	NA	NA
BCAS2	3823	NA	NA
MCFP	3824	NA	NA
PDK3	3825	NA	NA
SGCA	3826	NA	NA
PTGER2	3827	NA	NA
GUCA1B	3828	NA	NA
PGC	3829	NA	NA
NDN	3830	NA	NA
SENP5	3831	NA	NA
ZNF258	3832	NA	NA
HIST1H3F	3833	NA	NA
VPS45A	3834	NA	NA
EFCBP2	3835	NA	NA
ZNF451	3836	NA	NA
APOH	3837	NA	NA
FXYD1	3838	NA	NA
LAG3	3839	NA	NA
MGC11256	3840	NA	NA
SLC12A4	3841	NA	NA
PSME1	3842	NA	NA
SLC1A2	3843	NA	NA
HIP2	3844	NA	NA
AP3M2	3845	NA	NA
ZC3HDC7	3846	NA	NA
RHOA	3847	NA	NA
FAM46C	3848	NA	NA
TEX15	3849	NA	NA
KIAA0329	3850	NA	NA
SEMG1	3851	NA	NA
GNG3	3852	NA	NA
ANAPC10	3853	NA	NA
TOP3A	3854	NA	NA
DERP6	3855	NA	NA
LUC7L2	3856	NA	NA
MARK4	3857	NA	NA
CIAS1	3858	NA	NA
LMO2	3859	NA	NA
CD84	3860	NA	NA
FLJ21934	3861	NA	NA
FLJ10769	3862	NA	NA
FLJ10233	3863	NA	NA
SKD3	3864	NA	NA
COL17A1	3865	NA	NA
GALK2	3866	NA	NA
FLJ10199	3867	NA	NA
KLRK1	3868	NA	NA
NF2	3869	NA	NA
DSG3	3870	NA	NA
SPC12	3871	NA	NA
FLJ13842	3872	NA	NA
ELP4	3873	NA	NA
POSTN	3874	NA	NA
DKFZP564O123	3875	NA	NA
RPS14	3876	NA	NA
RAB11FIP5	3877	NA	NA
DNASE1L2	3878	NA	NA
CDH22	3879	NA	NA
USP46	3880	NA	NA
RAPGEF4	3881	NA	NA
CYP4F11	3882	NA	NA
NCBP2	3883	NA	NA
OR10H2	3884	NA	NA
K6HF	3885	NA	NA
KCNA5	3886	NA	NA
SLC6A2	3887	NA	NA
FLJ20641	3888	NA	NA
PRKD2	3889	NA	NA
BAZ1B	3890	NA	NA
IL17	3891	NA	NA
MPHOSPH10	3892	NA	NA
TMEM16C	3893	NA	NA
OXCT1	3894	NA	NA
MPZL1	3895	NA	164
FLJ22709	3896	NA	NA
MFAP1	3897	NA	NA
FUCA1	3898	NA	NA
PQLC2	3899	NA	NA
DSCR5	3900	NA	NA
CHN2	3901	NA	177
KRTHA4	3902	NA	NA
COLEC12	3903	NA	NA
GNRHR	3904	NA	NA
GALC	3905	NA	NA
ADAMTSL3	3906	NA	NA
POLR2H	3907	NA	NA
GFI1B	3908	NA	NA
ERCC5	3909	NA	NA
RAP80	3910	NA	NA
IL1RN	3911	NA	NA
HRH3	3912	NA	NA
SFRS6	3913	NA	NA
SYT5	3914	NA	NA
OPCML	3915	NA	NA
TAF6L	3916	NA	NA
RPS23	3917	NA	NA
TBCE	3918	NA	NA
CREB3	3919	NA	NA
SLC13A2	3920	NA	NA
GOLPH3	3921	NA	NA
ATP6V1F	3922	NA	NA
KIAA0971	3923	NA	NA
YTHDF2	3924	NA	NA
PCTP	3925	NA	NA
RNF25	3926	NA	NA
STAM	3927	NA	NA
CXCR3	3928	NA	NA
HEM1	3929	NA	NA
HBS1L	3930	NA	NA
EEF1B2	3931	NA	NA
DDIT4	3932	NA	NA
PLCG1	3933	NA	NA
ELF1	3934	NA	NA
APTX	3935	NA	NA
DDR1	3936	NA	NA
RFP2	3937	NA	NA
PRKAR1A	3938	NA	NA
KIAA1698	3939	NA	NA
SLC12A7	3940	NA	NA
PTGIR	3941	NA	NA
SLC18A3	3942	NA	NA
CPA1	3943	NA	NA
STARD8	3944	NA	NA
MRS2L	3945	NA	NA
KCNAB3	3946	NA	NA
LZTR1	3947	NA	NA
HSPC163	3948	NA	NA
HSD11B1	3949	NA	NA
GYG	3950	NA	NA
SARA1	3951	NA	NA
SNN	3952	NA	NA
C3	3953	NA	NA
CNN3	3954	NA	NA
SPRY2	3955	NA	NA
KIAA0063	3956	NA	NA
MAPT	3957	218	NA
CTSD	3958	NA	NA
ZAK	3959	NA	NA
DHRSX	3960	NA	NA
RAN	3961	NA	NA
POMT1	3962	NA	NA
PFKFB2	3963	NA	NA
SH3TC1	3964	NA	NA
GPR32	3965	NA	NA
FOXJ3	3966	NA	NA
TRA2A	3967	NA	NA
SSNA1	3968	NA	NA
FUT9	3969	NA	NA
MARK2	3970	NA	NA
GEM	3971	NA	NA
HSPC142	3972	NA	NA
PYCR1	3973	NA	NA
SIAT8C	3974	NA	NA
DSCR1L1	3975	NA	NA
FLJ10996	3976	NA	NA
SEC61G	3977	NA	NA
CD53	3978	NA	NA
PTPRC	3979	NA	NA
MAP4K1	3980	NA	NA
CTSC	3981	NA	NA
TPSG1	3982	NA	NA
CRABP2	3983	NA	236
NEK9	3984	NA	NA
LRP1B	3985	NA	NA
HSRTSBETA	3986	96	NA
RGS5	3987	NA	NA
DCTN2	3988	NA	NA
ITPKA	3989	NA	NA
HESX1	3990	NA	NA
KIAA0406	3991	NA	NA
CNTN1	3992	NA	NA
CLK4	3993	NA	NA
RPS3A	3994	NA	NA
FLJ23476	3995	NA	NA
BET1L	3996	NA	NA
ZFP64	3997	NA	NA
HOXA11	3998	NA	NA
PLXND1	3999	NA	NA
FLJ21924	4000	NA	NA
KIAA0174	4001	NA	NA
HSPG2	4002	NA	NA
SH2D1A	4003	NA	NA
FAIM	4004	NA	NA
CLECSF14	4005	NA	NA
GCNT2	4006	NA	NA
TUBA1	4007	NA	325
FLJ13154	4008	NA	NA
KIAA1609	4009	NA	353
PH-4	4010	NA	NA
MGC4707	4011	NA	NA
POLB	4012	NA	NA
NR2F6	4013	NA	NA
PECR	4014	NA	NA
CRI1	4015	NA	NA
LOC114977	4016	NA	NA
MBTD1	4017	NA	NA
CD68	4018	NA	NA
SNRPB2	4019	NA	NA
MICA	4020	NA	NA
DCHS2	4021	NA	NA
PPEF2	4022	NA	NA
DGCR2	4023	NA	NA
ARSB	4024	NA	NA
EIF4EBP2	4025	NA	NA
RPL10	4026	NA	NA
PTPN7	4027	NA	NA
COX10	4028	NA	NA
SLC22A1	4029	NA	NA
HPCAL1	4030	NA	NA
TKT	4031	NA	NA
CCL13	4032	NA	NA
T3JAM	4033	NA	NA
SOD3	4034	NA	NA
CDC45L	4035	NA	NA
TUFT1	4036	NA	NA
WDR5B	4037	NA	NA
MRPL20	4038	NA	NA
PPP1CC	4039	NA	NA
SMAD3	4040	NA	NA
PCBP2	4041	NA	NA
AGT	4042	NA	NA
PRKAR2A	4043	NA	NA
IGFBP7	4044	NA	NA
FER	4045	NA	NA
TEF	4046	NA	NA
DXS9879E	4047	NA	NA
GDAP1L1	4048	NA	NA
PLA2G6	4049	NA	NA
LLGL1	4050	NA	NA
PRSS15	4051	NA	NA
LAPTM4A	4052	NA	NA
CPLX2	4053	NA	NA
MTX1	4054	NA	NA
MTCP1	4055	NA	NA
TNRC5	4056	NA	NA
MLLT4	4057	NA	NA
ATOH1	4058	NA	NA
AHR	4059	NA	NA
FLJ14054	4060	NA	NA
SRPR	4061	NA	NA
PSORS1C2	4062	NA	NA
PADI1	4063	NA	NA
TOMM22	4064	NA	NA
TRAM2	4065	NA	NA
IL3RA	4066	NA	NA
NRBF2	4067	NA	NA
ING1L	4068	NA	NA
NDUFS4	4069	NA	NA
CYP2A13	4070	NA	NA
GPRC5D	4071	NA	NA
MGC2654	4072	NA	NA
FLJ23441	4073	NA	NA
PLA1A	4074	NA	NA
EPS8L1	4075	NA	NA
HSPB7	4076	NA	NA
UBE1C	4077	NA	NA
HYAL1	4078	NA	NA
CACNG5	4079	NA	NA
COL5A2	4080	NA	NA
BAG5	4081	NA	NA
KCNQ1OT1	4082	NA	NA
ITIH1	4083	NA	NA
ECE1	4084	NA	NA
MDS018	4085	NA	NA
SPRR3	4086	NA	NA
SLC39A7	4087	NA	NA
BTK	4088	NA	NA
MLNR	4089	NA	NA
NCF2	4090	NA	NA
DPT	4091	NA	NA
DKFZP434P211	4092	NA	NA
TMEM1	4093	NA	NA
HMBS	4094	NA	NA
ATF4	4095	NA	NA
B3GNT6	4096	NA	NA
KBTBD4	4097	NA	NA
MRPL23	4098	NA	NA
USP7	4099	NA	NA
FLJ10853	4100	NA	NA
IQCA	4101	NA	NA
CDH16	4102	NA	NA
YTHDF3	4103	NA	NA
PIP5K1C	4104	NA	NA
HAMP	4105	NA	NA
RNASEH2A	4106	NA	NA
SHC3	4107	NA	NA
PENK	4108	NA	NA
ANKRD26	4109	NA	NA
COL7A1	4110	NA	NA
TJP1	4111	NA	NA
P2RY10	4112	NA	NA
IL6R	4113	NA	NA
PNR	4114	NA	NA
ARHGAP10	4115	NA	NA
MASP1	4116	NA	NA
FZD1	4117	NA	NA
CLTA	4118	NA	NA
VPREB3	4119	NA	NA
TRIM38	4120	NA	NA
WBP5	4121	NA	NA
IL7R	4122	NA	NA
POLR3K	4123	NA	NA
CHRD	4124	NA	NA
TP73L	4125	NA	NA
DIABLO	4126	NA	NA
APOBEC1	4127	NA	NA
FLJ12788	4128	NA	NA
ARFIP1	4129	NA	NA
TNFRSF10D	4130	NA	NA
MYBPC2	4131	NA	NA
SLC22A13	4132	NA	NA
RBMS2	4133	NA	NA
LRAP	4134	NA	NA
STK6	4135	NA	NA
CTAG2	4136	NA	NA
ELA2	4137	NA	NA
GYPA	4138	NA	NA
BMP3	4139	NA	NA
ELL	4140	NA	NA
MAL	4141	NA	NA
BRDG1	4142	NA	NA
GGA1	4143	NA	NA
MRE11A	4144	NA	NA
PIP3-E	4145	NA	NA
CLIC2	4146	NA	NA
GAK	4147	NA	NA
ZNF281	4148	NA	NA
DPP8	4149	NA	NA
FLJ12716	4150	NA	NA
ANKRD25	4151	NA	NA
ZNF177	4152	NA	NA
KIAA0853	4153	NA	NA
CACNG2	4154	NA	NA
ANAPC2	4155	NA	NA
KCNMB2	4156	NA	NA
MATN1	4157	NA	NA
AP2A2	4158	NA	NA
RNASET2	4159	NA	NA
SEL1L	4160	NA	NA
FSCN3	4161	NA	NA
KLK12	4162	NA	NA
SLC22A8	4163	NA	NA
IL4	4164	NA	NA
F5	4165	NA	NA
LY6G6D	4166	NA	NA
FLJ20171	4167	NA	NA
FCN3	4168	NA	NA
SEC14L1	4169	NA	NA
ENC1	4170	NA	NA
BLR1	4171	NA	NA
ATP8A1	4172	NA	NA
RYK	4173	NA	NA
PIP5K3	4174	NA	NA
IRF8	4175	NA	NA
HIRIP3	4176	NA	NA
SEC5L1	4177	NA	NA
PDHX	4178	NA	NA
MGC14560	4179	NA	NA
MCM3AP	4180	NA	NA
COPB	4181	NA	NA
DSCAM	4182	NA	NA
XKRY	4183	NA	NA
FLJ13841	4184	NA	NA
KIAA0339	4185	NA	NA
SLC25A28	4186	NA	NA
NXT2	4187	NA	NA
SCARF1	4188	NA	NA
MCF2	4189	NA	NA
PIAS1	4190	NA	NA
DNAJC3	4191	NA	NA
SMC2L1	4192	NA	NA
GAPDS	4193	NA	NA
ZNF335	4194	NA	NA
CA4	4195	NA	NA
DLST	4196	NA	NA
ABCF2	4197	NA	NA
FYB	4198	NA	NA
MYO10	4199	NA	155
RODH-4	4200	NA	NA
FLJ21816	4201	NA	NA
GRINL1A	4202	NA	NA
PPP1R3A	4203	NA	NA
RAD50	4204	NA	NA
APOA1	4205	NA	NA
MGC3121	4206	NA	NA
MAPKAPK2	4207	NA	NA
ZF	4208	NA	NA
CACNA1I	4209	NA	NA
FST	4210	NA	NA
POU3F1	4211	NA	NA
MMP19	4212	NA	NA
CWF19L1	4213	NA	NA
ZZZ3	4214	NA	NA
ELYS	4215	NA	NA
TCP11	4216	NA	NA
MLLT10	4217	NA	NA
FLJ11029	4218	NA	NA
LILRB5	4219	NA	NA
AFAP	4220	NA	NA
LGR4	4221	NA	NA
TPM1	4222	NA	NA
SIRPB2	4223	NA	NA
NP	4224	NA	198
COPS4	4225	NA	NA
MMP8	4226	NA	NA
STXBP2	4227	NA	NA
FLJ20125	4228	NA	NA
FLJ21986	4229	NA	NA
PRKCE	4230	NA	NA
DDX42	4231	NA	NA
OVOL1	4232	NA	NA
AGPAT3	4233	NA	NA
ABCG2	4234	NA	NA
PRDM11	4235	NA	NA
CDK5R2	4236	NA	NA
KIAA0828	4237	NA	NA
FLJ38564	4238	NA	NA
ADRA2C	4239	NA	NA
PDC	4240	NA	NA
ZHX2	4241	NA	NA
TUBA8	4242	NA	NA
BUB1B	4243	NA	NA
FLJ13848	4244	NA	NA
RFK	4245	NA	NA
RNASE3L	4246	NA	NA
OSRF	4247	NA	NA
EEF1E1	4248	NA	NA
DPP4	4249	NA	NA
"NALP2"	4250	NA	NA
MGC8974	4251	NA	NA
RPL36	4252	NA	NA
MYO1F	4253	NA	NA
NDUFV1	4254	NA	NA
IFI30	4255	NA	NA
ARHGEF4	4256	NA	NA
CNGA1	4257	NA	NA
GMPS	4258	NA	85
SPOCK2	4259	NA	NA
COX17	4260	NA	NA
LGALS14	4261	NA	NA
HOOK2	4262	NA	NA
IPP	4263	NA	NA
ETAA16	4264	NA	NA
STRA13	4265	NA	NA
FPGS	4266	NA	NA
MUM1	4267	NA	NA
FLJ39616	4268	NA	NA
SPTAN1	4269	NA	NA
TLR4	4270	NA	NA
KCNE1	4271	NA	NA
RAB40C	4272	NA	NA
FLJ11267	4273	NA	NA
RAB2	4274	NA	NA
SEMA4A	4275	NA	NA
WNT2	4276	NA	NA
TALDO1	4277	NA	NA
CACNA1S	4278	NA	NA
CACNA2D3	4279	NA	NA
FLJ22649	4280	NA	NA
CCR10	4281	NA	NA
IL17R	4282	NA	NA
HEAB	4283	NA	NA
UBE3C	4284	NA	NA
SGTA	4285	NA	NA
FLJ10706	4286	NA	NA
SLC35F2	4287	NA	NA
COL18A1	4288	NA	NA
UBASH3A	4289	NA	NA
HRH1	4290	NA	NA
CCL18	4291	NA	NA
EPHA2	4292	NA	NA
TSG101	4293	NA	NA
EGR3	4294	NA	229
THSD1	4295	NA	NA
PRIM1	4296	NA	NA
ZNF287	4297	NA	NA
ILK	4298	NA	NA
FLJ23506	4299	NA	NA
ATP12A	4300	NA	NA
CHGA	4301	NA	NA
PCK1	4302	NA	NA
PTCD2	4303	NA	NA
CCBL1	4304	NA	NA
OSR2	4305	NA	NA
EIF2B5	4306	NA	NA
MATR3	4307	NA	NA
FN1	4308	NA	NA
WDR41	4309	NA	NA
HSD17B3	4310	NA	NA
AXL	4311	NA	NA
ATP4B	4312	NA	NA
ICK	4313	NA	NA
ZNF185	4314	NA	NA
ASPA	4315	NA	NA
TAF1A	4316	389	NA
FLJ22624	4317	NA	NA
DLK1	4318	NA	NA
APOBEC3B	4319	NA	NA
ZNF161	4320	NA	324
SPR	4321	NA	NA
FRS2	4322	NA	NA
TAS2R4	4323	NA	NA
COL10A1	4324	NA	NA
RBM3	4325	NA	NA
FLJ11155	4326	NA	NA
SMPD2	4327	NA	NA
DCLRE1A	4328	NA	NA
SPAG1	4329	NA	NA
MGC955	4330	NA	NA
COH1	4331	NA	NA
DCT	4332	NA	NA
GPR43	4333	NA	NA
CDKAL1	4334	NA	NA
CLECSF2	4335	NA	NA
FLJ20859	4336	NA	NA
GBE1	4337	NA	NA
HLC-8	4338	NA	NA
PMPCB	4339	NA	NA
OGDHL	4340	NA	NA
FBN1	4341	NA	NA
NR3C1	4342	NA	NA
TIMM17A	4343	NA	NA
MAGEH1	4344	NA	NA
FLJ21144	4345	NA	NA
NIPA2	4346	NA	NA
ARL5	4347	NA	NA
IFI44	4348	NA	NA
TIF1	4349	NA	NA
UPP1	4350	NA	NA
CNP	4351	NA	NA
LOC55954	4352	NA	NA
PARD3	4353	NA	NA
CDC25A	4354	NA	NA
MALT1	4355	NA	NA
LOC51149	4356	NA	NA
CUEDC2	4357	NA	NA
SFRS2IP	4358	NA	NA
SMAP	4359	NA	NA
MKKS	4360	NA	NA
CHGB	4361	NA	NA
FXC1	4362	NA	NA
PLUNC	4363	NA	NA
ROS1	4364	NA	NA
LCE2B	4365	NA	NA
ZNF208	4366	NA	NA
RPL3L	4367	NA	NA
NDUFB5	4368	NA	NA
RGS4	4369	NA	NA
TPP2	4370	NA	NA
FAM50A	4371	NA	NA
PKP2	4372	NA	384
DHRS9	4373	NA	NA
LAMP1	4374	NA	NA
ZFHX1B	4375	NA	NA
FLJ12998	4376	NA	NA
CLDN4	4377	NA	NA
NRG1	4378	NA	NA
RANBP2	4379	NA	NA
SPRR1B	4380	NA	NA
POP4	4381	NA	NA
SLC1A3	4382	NA	NA
DLG7	4383	NA	NA
GPRC5B	4384	NA	383
RPL37	4385	NA	NA
SLC25A6	4386	NA	NA
ADAMDEC1	4387	NA	NA
"NASP"	4388	NA	NA
FBXO3	4389	NA	NA
ATP5I	4390	NA	NA
H1F0	4391	NA	NA
MRPL17	4392	NA	NA
IL18BP	4393	NA	NA
DAB1	4394	NA	NA
FAM31C	4395	NA	NA
AATF	4396	NA	NA
MOGAT2	4397	NA	NA
UGT2A1	4398	NA	NA
POP5	4399	NA	NA
MYO1A	4400	NA	NA
SNX4	4401	NA	NA
11.Sep	4402	NA	NA
RPL24	4403	NA	NA
NR2E1	4404	NA	NA
B3GNT4	4405	NA	NA
SNAI1	4406	NA	NA
RPS28	4407	NA	NA
GRK5	4408	NA	NA
TH	4409	NA	NA
MIF	4410	NA	NA
COPS3	4411	NA	NA
CHST12	4412	NA	NA
FLJ20232	4413	NA	NA
ANXA8	4414	NA	NA
TRAF5	4415	NA	234
ZNF211	4416	NA	NA
NUMA1	4417	NA	NA
ERAF	4418	NA	NA
FGD6	4419	NA	NA
LMTK2	4420	NA	NA
ZNF45	4421	NA	NA
RFC5	4422	NA	NA
CREBL1	4423	NA	NA
FAM49B	4424	NA	NA
MUC7	4425	NA	NA
FLJ20628	4426	NA	NA
HT007	4427	NA	NA
POFUT2	4428	NA	NA
SPAG11	4429	NA	NA
PTN	4430	NA	NA
FOXO1A	4431	NA	NA
BNIP2	4432	NA	NA
